Range_R,Tested_w,Discard_Percentage,Predicted_Time_Sec,Actual_Time_Sec,Is_Predicted_Optimal,Is_Actual_Optimal
1000,11,0.0,0.002214,0.002465,0,1
1000,12,0.0,0.002531,0.007493,0,0
1261,7,24.94,0.001531,0.006276,0,0
1261,8,3.05,0.001428,0.005187,1,0
1261,9,0.27,0.001645,0.004025,0,0
1261,10,0.02,0.001917,0.002179,0,1
1261,11,0.0,0.002214,0.004992,0,0
1261,12,0.0,0.002531,0.005911,0,0
1681,7,33.29,0.001723,0.007209,0,0
1681,8,4.11,0.001444,0.004970,1,0
1681,9,0.4,0.001647,0.006433,0,0
1681,10,0.03,0.001918,0.002830,0,1
1681,11,0.0,0.002214,0.007757,0,0
1681,12,0.0,0.002531,0.006165,0,0
2521,7,49.98,0.002298,0.007308,0,0
2521,8,6.21,0.001477,0.005019,1,0
2521,9,0.66,0.001652,0.006063,0,0
2521,10,0.03,0.001918,0.008316,0,0
2521,11,0.0,0.002214,0.007175,0,0
2521,12,0.0,0.002531,0.003455,0,1
5039,7,0.02,0.001150,0.004160,1,0
5039,8,0.02,0.001385,0.001439,0,1
5039,9,0.02,0.001641,0.006294,0,0
5039,10,0.02,0.001917,0.007088,0,0
5039,11,0.01,0.002214,0.008540,0,0
5039,12,0.0,0.002531,0.002650,0,0
10000,8,0.79,0.001396,0.001966,1,1
10000,9,0.79,0.001654,0.006768,0,0
10000,10,0.24,0.001922,0.006044,0,0
10000,11,0.02,0.002214,0.007800,0,0
10000,12,0.0,0.002531,0.004246,0,0
10000,13,0.0,0.002868,0.003198,0,0
10081,8,24.99,0.001846,0.006032,0,0
10081,9,2.77,0.001687,0.006079,1,0
10081,10,0.27,0.001922,0.006632,0,0
10081,11,0.02,0.002214,0.007662,0,0
10081,12,0.0,0.002531,0.009562,0,0
10081,13,0.0,0.002868,0.005011,0,1
13441,8,33.33,0.002077,0.008866,0,0
13441,9,3.7,0.001704,0.006772,1,0
13441,10,0.36,0.001924,0.004012,0,0
13441,11,0.03,0.002214,0.003864,0,1
13441,12,0.0,0.002531,0.008839,0,0
13441,13,0.0,0.002868,0.009922,0,0
20161,8,50.0,0.002769,0.003091,0,0
20161,9,5.55,0.001737,0.003309,1,0
20161,10,0.55,0.001928,0.006674,0,0
20161,11,0.05,0.002215,0.002874,0,1
20161,12,0.0,0.002531,0.003023,0,0
20161,13,0.0,0.002868,0.005914,0,0
40319,8,0.0,0.001385,0.005020,1,0
40319,9,0.0,0.001641,0.006578,0,0
40319,10,0.0,0.001917,0.007349,0,0
40319,11,0.0,0.002214,0.003240,0,1
40319,12,0.0,0.002531,0.007129,0,0
40319,13,0.0,0.002868,0.008954,0,0
90721,9,25.0,0.002188,0.005040,0,0
90721,10,2.5,0.001966,0.003789,1,0
90721,11,0.23,0.002219,0.002357,0,1
90721,12,0.02,0.002531,0.002861,0,0
90721,13,0.0,0.002868,0.005140,0,0
90721,14,0.0,0.003226,0.009688,0,0
120961,9,33.33,0.002461,0.002907,0,0
120961,10,3.33,0.001983,0.002242,1,1
120961,11,0.3,0.002220,0.003188,0,0
120961,12,0.02,0.002531,0.008778,0,0
120961,13,0.0,0.002868,0.007036,0,0
120961,14,0.0,0.003226,0.007431,0,0
175308,9,3.38,0.001698,0.003044,1,1
175308,10,3.38,0.001984,0.005753,0,0
175308,11,0.31,0.002220,0.007747,0,0
175308,12,0.01,0.002531,0.008500,0,0
175308,13,0.0,0.002868,0.009639,0,0
175308,14,0.0,0.003226,0.010912,0,0
181441,9,50.0,0.003281,0.010803,0,0
181441,10,5.0,0.002018,0.004897,1,1
181441,11,0.45,0.002224,0.007657,0,0
181441,12,0.04,0.002532,0.007464,0,0
181441,13,0.0,0.002868,0.009968,0,0
181441,14,0.0,0.003226,0.005704,0,0
362879,9,0.0,0.001641,0.001934,1,1
362879,10,0.0,0.001917,0.005321,0,0
362879,11,0.0,0.002214,0.007767,0,0
362879,12,0.0,0.002531,0.004978,0,0
362879,13,0.0,0.002868,0.009440,0,0
362879,14,0.0,0.003226,0.008853,0,0
479526,10,7.5,0.002072,0.008414,1,0
479526,11,0.29,0.002220,0.002732,0,1
479526,12,0.09,0.002533,0.006875,0,0
479526,13,0.01,0.002868,0.002933,0,0
479526,14,0.0,0.003226,0.006988,0,0
479526,15,0.0,0.003605,0.004017,0,0
492209,10,5.05,0.002019,0.002389,1,1
492209,11,0.12,0.002216,0.003187,0,0
492209,12,0.02,0.002531,0.003435,0,0
492209,13,0.0,0.002868,0.002867,0,0
492209,14,0.0,0.003226,0.005976,0,0
492209,15,0.0,0.003605,0.005340,0,0
857383,10,5.49,0.002028,0.002728,1,0
857383,11,1.2,0.002240,0.002690,0,0
857383,12,0.12,0.002534,0.002654,0,1
857383,13,0.01,0.002869,0.004066,0,0
857383,14,0.0,0.003226,0.004360,0,0
857383,15,0.0,0.003605,0.004185,0,0
907201,10,25.0,0.002556,0.002951,0,0
907201,11,2.27,0.002265,0.002799,1,1
907201,12,0.19,0.002536,0.008034,0,0
907201,13,0.01,0.002869,0.002851,0,0
907201,14,0.0,0.003226,0.003641,0,0
907201,15,0.0,0.003605,0.012171,0,0
1000000,10,17.33,0.002319,0.004465,0,1
1000000,11,2.3,0.002266,0.007385,1,0
1000000,12,0.0,0.002531,0.006066,0,0
1000000,13,0.0,0.002868,0.004884,0,0
1000000,14,0.0,0.003226,0.008212,0,0
1000000,15,0.0,0.003605,0.007869,0,0
1209601,10,33.33,0.002875,0.009623,0,0
1209601,11,3.03,0.002283,0.008807,1,0
1209601,12,0.25,0.002537,0.008684,0,0
1209601,13,0.02,0.002869,0.004580,0,1
1209601,14,0.0,0.003226,0.005463,0,0
1209601,15,0.0,0.003605,0.009520,0,0
1355251,10,25.31,0.002566,0.004772,0,0
1355251,11,1.54,0.002248,0.003286,1,1
1355251,12,0.12,0.002534,0.009435,0,0
1355251,13,0.02,0.002869,0.009057,0,0
1355251,14,0.0,0.003226,0.004373,0,0
1355251,15,0.0,0.003605,0.009499,0,0
1568290,10,13.56,0.002218,0.008367,1,0
1568290,11,1.78,0.002254,0.005577,0,0
1568290,12,0.14,0.002534,0.005017,0,0
1568290,13,0.01,0.002869,0.006602,0,0
1568290,14,0.0,0.003226,0.006571,0,0
1568290,15,0.0,0.003605,0.003662,0,1
1814401,10,50.0,0.003834,0.012294,0,0
1814401,11,4.55,0.002319,0.006606,1,0
1814401,12,0.38,0.002540,0.002832,0,1
1814401,13,0.03,0.002869,0.009421,0,0
1814401,14,0.0,0.003226,0.010038,0,0
1814401,15,0.0,0.003605,0.012301,0,0
2306762,10,36.43,0.003016,0.012036,0,0
2306762,11,1.76,0.002253,0.007342,1,0
2306762,12,0.31,0.002539,0.002676,0,1
2306762,13,0.02,0.002869,0.007943,0,0
2306762,14,0.0,0.003226,0.007414,0,0
2306762,15,0.0,0.003605,0.008398,0,0
3052967,10,15.87,0.002279,0.003632,0,1
3052967,11,0.57,0.002226,0.008098,1,0
3052967,12,0.57,0.002545,0.008994,0,0
3052967,13,0.03,0.002869,0.008509,0,0
3052967,14,0.0,0.003226,0.006375,0,0
3052967,15,0.0,0.003605,0.010643,0,0
3554217,10,2.06,0.001957,0.006701,1,0
3554217,11,2.06,0.002260,0.008423,0,0
3554217,12,0.57,0.002545,0.005683,0,0
3554217,13,0.0,0.002868,0.008159,0,0
3554217,14,0.0,0.003226,0.004402,0,1
3554217,15,0.0,0.003605,0.007669,0,0
3591153,10,1.04,0.001937,0.007589,1,0
3591153,11,1.04,0.002237,0.002905,0,1
3591153,12,0.29,0.002538,0.008767,0,0
3591153,13,0.06,0.002870,0.009790,0,0
3591153,14,0.0,0.003226,0.009791,0,0
3591153,15,0.0,0.003605,0.011717,0,0
3628799,10,0.0,0.001917,0.004848,1,0
3628799,11,0.0,0.002214,0.006068,0,0
3628799,12,0.0,0.002531,0.008647,0,0
3628799,13,0.0,0.002868,0.009832,0,0
3628799,14,0.0,0.003226,0.011311,0,0
3628799,15,0.0,0.003605,0.003936,0,1
3801222,11,4.77,0.002325,0.004632,1,1
3801222,12,0.01,0.002531,0.005058,0,0
3801222,13,0.01,0.002869,0.006283,0,0
3801222,14,0.0,0.003226,0.006772,0,0
3801222,15,0.0,0.003605,0.011696,0,0
3801222,16,0.0,0.004003,0.012235,0,0
4465893,11,10.5,0.002473,0.007939,1,0
4465893,12,0.24,0.002537,0.006825,0,0
4465893,13,0.03,0.002869,0.009385,0,0
4465893,14,0.0,0.003226,0.004192,0,0
4465893,15,0.0,0.003605,0.008412,0,0
4465893,16,0.0,0.004003,0.004103,0,1
4520417,11,9.4,0.002443,0.006218,1,0
4520417,12,0.91,0.002554,0.007533,0,0
4520417,13,0.04,0.002869,0.009644,0,0
4520417,14,0.0,0.003226,0.003903,0,1
4520417,15,0.0,0.003605,0.004882,0,0
4520417,16,0.0,0.004003,0.006529,0,0
4954687,11,0.7,0.002229,0.008878,1,0
4954687,12,0.7,0.002549,0.008291,0,0
4954687,13,0.06,0.002870,0.010140,0,0
4954687,14,0.0,0.003226,0.003158,0,1
4954687,15,0.0,0.003605,0.004060,0,0
4954687,16,0.0,0.004003,0.012606,0,0
4998997,11,12.34,0.002525,0.009508,1,0
4998997,12,0.86,0.002553,0.006109,0,0
4998997,13,0.05,0.002870,0.003141,0,1
4998997,14,0.0,0.003226,0.006657,0,0
4998997,15,0.0,0.003605,0.009055,0,0
4998997,16,0.0,0.004003,0.003963,0,0
9979201,11,25.0,0.002952,0.008269,0,0
9979201,12,2.08,0.002585,0.007915,1,0
9979201,13,0.16,0.002873,0.004879,0,0
9979201,14,0.01,0.003227,0.003866,0,1
9979201,15,0.0,0.003605,0.011726,0,0
9979201,16,0.0,0.004003,0.012301,0,0
13305601,11,33.33,0.003321,0.009307,0,0
13305601,12,2.78,0.002603,0.005965,1,0
13305601,13,0.21,0.002874,0.002768,0,1
13305601,14,0.02,0.003227,0.008175,0,0
13305601,15,0.0,0.003605,0.014090,0,0
13305601,16,0.0,0.004003,0.010295,0,0
16777216,11,15.94,0.002633,0.005786,0,0
16777216,12,1.93,0.002581,0.006615,1,0
16777216,13,0.04,0.002870,0.005067,0,1
16777216,14,0.0,0.003226,0.007976,0,0
16777216,15,0.0,0.003605,0.009622,0,0
16777216,16,0.0,0.004003,0.012501,0,0
19958401,11,50.0,0.004427,0.012228,0,0
19958401,12,4.17,0.002641,0.006804,1,0
19958401,13,0.32,0.002878,0.010617,0,0
19958401,14,0.02,0.003227,0.005516,0,1
19958401,15,0.0,0.003605,0.010380,0,0
19958401,16,0.0,0.004003,0.009485,0,0
39916799,11,0.0,0.002214,0.003521,1,1
39916799,12,0.0,0.002531,0.004382,0,0
39916799,13,0.0,0.002868,0.005498,0,0
39916799,14,0.0,0.003226,0.010937,0,0
39916799,15,0.0,0.003605,0.006999,0,0
39916799,16,0.0,0.004003,0.009218,0,0
119750401,12,25.0,0.003374,0.010966,0,0
119750401,13,1.92,0.002925,0.008677,1,0
119750401,14,0.14,0.003231,0.005211,0,1
119750401,15,0.01,0.003605,0.012248,0,0
119750401,16,0.0,0.004003,0.013250,0,0
119750401,17,0.0,0.004422,0.012345,0,0
159667201,12,33.33,0.003796,0.012640,0,0
159667201,13,2.56,0.002944,0.018411,1,0
159667201,14,0.18,0.003232,0.004045,0,0
159667201,15,0.01,0.003605,0.010087,0,0
159667201,16,0.0,0.004003,0.004029,0,1
159667201,17,0.0,0.004422,0.005773,0,0
239500801,12,50.0,0.005062,0.010417,0,0
239500801,13,3.85,0.002983,0.010441,1,0
239500801,14,0.27,0.003235,0.009101,0,0
239500801,15,0.02,0.003605,0.005498,0,1
239500801,16,0.0,0.004003,0.011957,0,0
239500801,17,0.0,0.004422,0.013416,0,0
479001599,12,0.0,0.002531,0.002858,1,1
479001599,13,0.0,0.002868,0.006024,0,0
479001599,14,0.0,0.003226,0.010086,0,0
479001599,15,0.0,0.003605,0.006119,0,0
479001599,16,0.0,0.004003,0.006834,0,0
479001599,17,0.0,0.004422,0.007614,0,0
1556755201,13,25.0,0.003824,0.008776,0,0
1556755201,14,1.79,0.003285,0.009444,1,0
1556755201,15,0.12,0.003609,0.011735,0,0
1556755201,16,0.01,0.004003,0.011671,0,0
1556755201,17,0.0,0.004422,0.008451,0,0
1556755201,18,0.0,0.004862,0.005047,0,1
2075673601,13,33.33,0.004302,0.014020,0,0
2075673601,14,2.38,0.003305,0.010063,1,0
2075673601,15,0.16,0.003610,0.005152,0,1
2075673601,16,0.01,0.004004,0.012774,0,0
2075673601,17,0.0,0.004422,0.008172,0,0
2075673601,18,0.0,0.004862,0.013180,0,0
3113510401,13,50.0,0.005737,0.016243,0,0
3113510401,14,3.57,0.003346,0.006353,1,1
3113510401,15,0.24,0.003613,0.010918,0,0
3113510401,16,0.01,0.004004,0.007570,0,0
3113510401,17,0.0,0.004422,0.011357,0,0
3113510401,18,0.0,0.004862,0.014381,0,0
6227020799,13,0.0,0.002868,0.009826,1,0
6227020799,14,0.0,0.003226,0.010636,0,0
6227020799,15,0.0,0.003605,0.004014,0,1
6227020799,16,0.0,0.004003,0.009503,0,0
6227020799,17,0.0,0.004422,0.010735,0,0
6227020799,18,0.0,0.004862,0.008115,0,0
21794572801,14,25.0,0.004302,0.004534,0,1
21794572801,15,1.67,0.003666,0.013058,1,0
21794572801,16,0.1,0.004007,0.012631,0,0
21794572801,17,0.01,0.004423,0.008051,0,0
21794572801,18,0.0,0.004862,0.008979,0,0
29059430401,14,33.33,0.004839,0.013938,0,0
29059430401,15,2.22,0.003686,0.011677,1,0
29059430401,16,0.14,0.004009,0.011202,0,0
29059430401,17,0.01,0.004423,0.005723,0,1
29059430401,18,0.0,0.004862,0.006267,0,0
43589145601,14,50.0,0.006452,0.006816,0,0
43589145601,15,3.33,0.003729,0.010735,1,0
43589145601,16,0.21,0.004012,0.009104,0,0
43589145601,17,0.01,0.004423,0.011342,0,0
43589145601,18,0.0,0.004862,0.005046,0,1
87178291199,14,0.0,0.003226,0.011038,1,0
87178291199,15,0.0,0.003605,0.009364,0,0
87178291199,16,0.0,0.004003,0.009370,0,0
87178291199,17,0.0,0.004422,0.009975,0,0
87178291199,18,0.0,0.004862,0.007060,0,1
326918592001,15,25.0,0.004806,0.011611,0,0
326918592001,16,1.56,0.004067,0.010941,1,0
326918592001,17,0.09,0.004426,0.005869,0,0
326918592001,18,0.01,0.004862,0.004842,0,1
435891456001,15,33.33,0.005407,0.006255,0,0
435891456001,16,2.08,0.004088,0.007498,1,0
435891456001,17,0.12,0.004428,0.008077,0,0
435891456001,18,0.01,0.004862,0.005110,0,1
653837184001,15,50.0,0.007209,0.008380,0,0
653837184001,16,3.12,0.004132,0.006163,1,1
653837184001,17,0.18,0.004430,0.014473,0,0
653837184001,18,0.01,0.004862,0.014586,0,0
1307674367999,15,0.0,0.003605,0.009177,1,0
1307674367999,16,0.0,0.004003,0.007092,0,0
1307674367999,17,0.0,0.004422,0.010030,0,0
1307674367999,18,0.0,0.004862,0.005621,0,1
5230697472001,16,25.0,0.005338,0.011921,0,0
5230697472001,17,1.47,0.004488,0.009414,1,1
5230697472001,18,0.08,0.004866,0.011268,0,0
6974263296001,16,33.33,0.006005,0.016658,0,0
6974263296001,17,1.96,0.004511,0.013322,1,0
6974263296001,18,0.11,0.004867,0.013273,0,1
10461394944001,16,50.0,0.008006,0.014841,0,0
10461394944001,17,2.94,0.004556,0.014430,1,0
10461394944001,18,0.16,0.004870,0.010083,0,1
20922789887999,16,0.0,0.004003,0.013471,1,0
20922789887999,17,0.0,0.004422,0.012683,0,1
20922789887999,18,0.0,0.004862,0.014102,0,0
88921857024001,17,25.0,0.005896,0.014408,0,0
88921857024001,18,1.39,0.004930,0.012708,1,1
118562476032001,17,33.33,0.006633,0.016506,0,0
118562476032001,18,1.85,0.004954,0.004806,1,1
177843714048001,17,50.0,0.008845,0.015357,0,0
177843714048001,18,2.78,0.005001,0.012585,1,1
355687428095999,17,0.0,0.004422,0.011709,1,1
355687428095999,18,0.0,0.004862,0.011987,0,0
1600593426432001,18,25.0,0.006482,0.015008,1,1
2134124568576001,18,33.33,0.007293,0.011209,1,1
3201186852864001,18,50.0,0.009724,0.022098,1,1
6402373705727999,18,0.0,0.004862,0.010162,1,1
